dc:identifier,dc:title,dc:creator,prism:coverDate,prism:doi,citedby-count,affiliation,subtypeDescription,abstract
33750098502,A multisite randomized trial of social norms marketing campaigns to reduce college student drinking,DeJong W.,2006-01-01,10.15288/jsa.2006.67.868,225,School of Public Health,Article,
29144479360,Left Brain Marketing Planning: a Forrester Research®,Pickton D.,2005-10-01,10.1108/02634500510624101,5,De Montfort University,Article,
24644453568,Exploring consumer differences in food demand: A stochastic frontier approach,Baltas G.,2005-09-16,10.1108/00070700510615062,7,Athens University of Economics and Business,Article,
84875933055,Improved understanding of tourists' needs,Dolnicar S.,2005-03-23,10.1300/J162v05n02_08,0,University of Wollongong,Article,
14944386845,Constrained inverse regression for incorporating prior information,Naik P.A.,2005-03-01,10.1198/016214504000000773,20,"University of California, Davis",Article,
31644442033,Brand strategy and integrated marketing communication (IMC): A Case Study of Player’s Cigarette Brand Marketing,Dewhirst T.,2005-01-01,10.1080/00913367.2005.10639211,53,University of Saskatchewan,Article,
17544379366,Maximizing return on marketing resources. A data-driven process focuses marketing efforts on the right service lines.,Levine J.,2005-01-01,,0,Wake Forest Baptist Health,Article,
1042266954,"Beyond ""Commonsense segmentation"": A systematics of segmentation approaches in tourism",Dolničar S.,2004-01-01,10.1177/0047287503258830,254,University of Wollongong,Article,
0037421328,Direct and to the point,Wilson M.,2003-01-06,,0,,Article,
84990385358,Professional interaction: Exploring the concept of attraction,Harris L.C.,2003-01-01,10.1177/1470593103003001002,67,Cardiff Business School,Article,
77953166359,Tracking data-driven market segments,Dolnicar S.,2003-01-01,10.3727/108354203774076788,18,University of Wollongong,Article,
0347765697,"Research and education in the ""new marketing era""",Lesáková D.,2003-01-01,,2,University of Economics Bratislava,Article,
0036895406,Business performance of surveying firms: A data-driven path model,Tay L.,2002-12-01,10.1080/09599910210155509,4,National University of Singapore,Article,
85010572459,The role of XML in preparing students for a career in E-commerce,Festervand T.A.,2002-03-01,10.1300/J179v01n02_06,0,Middle Tennessee State University,Article,
0035043443,Marketing strategy: An essential component of business development for academic health centers,Souba W.W.,2001-05-16,10.1016/S0002-9610(00)00569-9,18,Penn State Health Milton S. Hershey Medical Center,Article,
0034083799,Segmentation-based competitive analysis with MULTICLUS and topology representing networks,Reutterer T.,2000-09-01,10.1016/S0305-0548(99)00147-1,21,WU Vienna University of Economics and Business,Article,
0031384994,Comparison of some AI and statistical classification methods for a marketing case,Montgomery D.,1997-12-01,10.1016/S0377-2217(97)00122-7,8,Stanford Graduate School of Business,Article,
84986121021,A data-driven modeling approach to product level decision support,D’Souza G.,1997-04-01,10.1108/10610429710175664,2,University of Alabama,Article,
0031261180,"Network's cardiology data help member groups benchmark performance, market services.",,1997-01-01,,0,,Article,
0031225991,Managing the customer portfolio of healthcare enterprises. Data driven marketing.,Kutner S.,1997-01-01,,36,Mercer Management Consulting,Article,
84973794660,Pharmaceutical marketing in the 1990s: Adjusting to new market realities,Beebe F.,1995-01-01,10.1177/009286159502900411,0,"PHARMED, INC",Article,
0345853188,Stratlogics: Towards an expert systems approach to the analysis of competitive positioning,Moutinho L.,1995-01-01,10.1080/09652549500000015,6,Cardiff Business School,Article,
85009594601,Customer costs of service quality: A critical incident study,Youngdahl W.,1994-01-01,10.1016/S1067-5671(94)03017-0,10,,Article,
0027181081,Does marketing relate to hospital profitability?,McDermott D.R.,1993-01-01,,18,Virginia Commonwealth University,Article,
34247716850,A comparative modeling approach to a large decision support system,Poh H.,1992-09-01,10.1007/BF02692810,2,National University of Singapore,Article,
